product_url,category,product_name,brand,star_rating,number_of_reviews,MRP,sale_price,colour,product information,description
https://decathlon-usa.myshopify.com/products/forclaz-mt900-hooded-down-puffer-jacket-144206?adept-product=forclaz-mt900-hooded-down-puffer-jacket-144206,Down Jacket,Forclaz Men's MT900 Hooded Down Puffer Jacket,Decathlon Forclaz,4.4,"1747
Reviews)",$189.00 ,$189.00 ,Carbon Gray,"{'      Composition    ': ' Padding: 85.0% Grey Duck Down, 15.0% Grey Duck Feather ; Main fabric: 100.0% Polyamide ; Lining: 100.0% Polyamide ; Yoke: 100.0% Polyamide ; Membrane/coating: 100.0% Polyurethane ; Pocket: 74.0% Polyester, 26.0% Elastane', '      How warm is this padded jacket?    ': ' This down jacket, worn as a 3rd layer, has been certified for an active comfort temperature of 0°F during a standardized test in a thermal chamber.The model is wearing a synthetic long sleeve T-shirt and a light fleece underneath. It works in simulated 3 mph wind. We have also tested this model in ”static” mode; The comfort temperature is 23°F in this case.', '      The advantages of a duck down and feather fill    ': ' The fill power of down has 3 advantages for mountain sports:- Thermal insulation provided by the air trapped in the down and feathers- Ultra low weight: Down is lighter than synthetic fill while offering the same degree of warmth. This saves even more weight in your backpack- Ultra-compressible', '      How to measure the fill power of a down and feather fill    ': "" The fill power is a measure of the down's thermal insulation capacity and its potential to ”trap” air. It is expressed in cuin (cubic inches).So, down with a higher fill power (higher cuin number) will occupy more space, trap more air, and provide greater thermal insulation.For this down jacket with its 85% down/15% feather fill, the fill power is guaranteed to be 660 cuin or more (European standard)."", '      What is rds certification?    ': ' RDS or “Responsible Down Standard” is a worldwide certification issued by an independent organization to volunteer brands.This standard enables us to guarantee the origin of the feathers in accordance with our commitment to use responsible materials. Our suppliers are committed to sourcing down humanely, using plumage from waterfowl that have undergone no undue harm.To find out more: https://www.forclaz.co.uk/what-is-rds-certification', '      Weight of the fill    ': ' XS: 6 ozS: 6.3 ozM: 6.7 ozL: 7.1 ozXL: 7.5 oz2XL: 7.9 oz', '      How to care for a down jacket    ': ' The down jacket can be worn throughout the winter and will certainly need to be washed. Follow our guidance by copying the link below:https://www.forclaz.co.uk/how-should-i-look-after-my-down-jacketIn summary:1/ machine wash, 86°F, with 2 or 3 tennis balls. Gentle spin cycle.2/ tumble dry with 2 or 3 tennis balls, and repeat 2 or 3 times until it is completely dry.', '      Water-repellent property of component (not to be confused with waterproofing)    ': ' The water-repellent property of a fabric is its ability to make water run off its surface without absorbing it.This prevents the fabric from swelling and keeps it lightweight and warm. The material of this down jacket is water-repellent; We recommend wearing a waterproof jacket over it in the event of prolonged exposure to rain.The fabric is made water-repellent by treating its outer surface; however, this property may deteriorate with use.We recommend that you restore it after each wash.', '      How to restore water-repellent properties    ': ' Once you have cleaned your padded jacket, we recommend you use a water-repellent reactivator spray to preserve the hydrophobic properties of the outer fabrichttps://www.decathlon.co.uk/p/fabric-waterproofing-liquid-250-ml/_/R-p-308192', '      How to repair your padded jacket    ': "" A tear on a padded jacket can happen when backpacking! The good news is that it can be repaired and you can prevent the tear from getting bigger or feathers from coming out.Don't feel at ease carrying out this repair yourself? Don't worry! Our in-store Decathlon workshops offer a repair service to mend your padded jacket using a heat-bonded patch."", '      Storage instructions    ': ' Store on a hanger in a clean, dry placeDo not store folded in its pocket', '      Origin    ': ' Imported'}","[""Forclaz Men's MT900 Hooded Down Puffer Jacket | With heat-sealed compartments to face temperatures down to 0°F when active, this down jacket remains lightweight and compact."", ""Confront the extreme cold with this jacket filled with RDS-certified down and feathers. It's the warmest jacket in the range!"", 'Warmth', 'Comfortable between 23°F and 0°F. RDS down with a fill power of 660 cuin', 'Compact design', 'Can be stuffed into its inner pocket to save space in your backpack', 'Water repellent', 'Completely water-repellent fabric. Waterproof shoulder and hood panel', 'Durability', 'Inserts stronger on the shoulders and wrists to withstand friction', 'Ventilation', 'Zipped air vents that help to eliminate the heat generated by the body', 'Weight', 'Approximately 1.3 lbs in size M. Main fabric 1.2 oz/m²; 15 denier']"
https://decathlon-usa.myshopify.com/products/inesis-ultralight-down-golf-packable-puffer-vest-328754?adept-product=inesis-ultralight-down-golf-packable-puffer-vest-328754,Down Jacket,Inesis Ultralight Down Golf Packable Puffer Vest Women's,Decathlon Inesis,4.5,"568
Reviews)",$59.99 ,$45.00 ,Asphalt Blue,"{'      Composition    ': ' Padding: 85.0% Grey Duck Down, 15.0% Grey Duck Feather ; Main fabric: 100.0% Polyamide ; Down lining: 100.0% Polyamide', '      The benefit of down/feather fill    ': ' This down jacket filled with 85% down / 15% feather has a fill power of 660 CUIN (European standard). Fill power measures the thermal insulation of the down by its ability to ”trap” a given volume of air. As such, the greater the loft of the down (the higher the CUIN value), the more space it takes up, the more air it traps and therefore the more insulating it is.', '      Info on the style and sizes    ': "" This down jacket designed for playing golf can be worn in everyday life. For its length, we have sought the right compromise so that you are comfortable in the address position and until the end of the swing. The collar is slim, without being overly tight.It has 2 zipped pockets on the outside and 2 non-zipped pockets on the inside.The cord in the inside pocket can be used to attach the pouch so that you don't lose it.In the picture, our model is wearing a size S and is 1.68 metres tall."", '      How to wear    ': ' This down jacket is very versatile. It can be worn over a polo shirt, a pullover or a shirt. It will keep you warm and go unnoticed under a jacket. If you get caught out in the rain, it is water repellent, i.e. water droplets run off the fabric until you can find shelter or put on waterproof clothing.', '      Origin of our down / what is rds certification?    ': ' RDS-certified ethical down (Responsible Down Standard).Thanks to our traceability system, we can guarantee the origin of the feathers, in accordance with our commitment to using responsibly sourced materials. Our suppliers are committed to using only feathers that come from ducks bred for their meat and plucked after slaughter.http://developpement-durable.decathlon.com/documents-et-rapports/documents/', '      No more getting your zip stuck!    ': "" We've all been there and it's seriously irritating when your zip gets stuck in a fold of fabric. So we have employed various technical solutions on the zip of the down jacket to guarantee smooth opening and closing."", '      Product testing    ': ' Our team of designers is based at the Inesis Golf Park in northern France. All year round, we create and develop carefully designed, simple and technically advanced products. The products then undergo rigorous field tests, because we are convinced that, for us to progress, there is no substitute for the real-life situations you will experience.', '      Storage instructions    ': ' Store your down jacket in a dry place', '      Origin    ': ' Imported'}","[""Inesis Ultralight Down Golf Packable Puffer Vest Women's | Our team of keen golfers developed this down jacket with responsibly sourced down and feather fill (RDS* certified) for playing golf between 10 and 20°C."", ""This down jacket is light as a feather! You won't believe how warm it is and how small it packs down to in its pouch. Essential, for golf and about town."", 'Freedom of movement', 'No sleeves and a slim fit for maximum freedom.', 'Lightweight', ""Women's: approx. 165 g in size M."", 'Warmth', 'Down and feather fill: one of the most naturally warm components there is', 'Compact design', 'Folded in its pouch, your down jacket takes up very little space (25x13x11 cm)']"
https://decathlon-usa.myshopify.com/products/ekiden-running-socks-adult-3-pack-11690?adept-product=ekiden-running-socks-adult-3-pack-11690,Socks,Kiprun Ekiden Running Socks Adult 3-pack,Decathlon,4.5,"26547
Reviews)",$7.99 ,$7.99 ,Snow White,"{'      Composition    ': ' Socks: 58.0% Cotton, 40.0% Polyamide, 2.0% Elastane', '      3-pack    ': ' This model is sold in a pack of 3 socks.', '      Product testing    ': ' These socks have been tested in running conditions on runs ranging from 20 minutes up to 1 hour in order to ensure novice runners have a product that is perfectly adapted to their first strides.', '      Origin    ': ' Imported'}","['Kiprun Ekiden Running Socks Adult 3-pack | Our design teams developed these running socks to protect your feet from  blisters while you run.', 'Cotton yarn and thin, ventilated knit. Ideal for running.', 'Odor control', 'Knitted with majority cotton yarn', 'Moisture wicking', 'Very ventilated knit, particularly on the top of the foot.', 'Stability', 'Elastic strip over the top of the foot arch to hold the sock in place.']"
https://decathlon-usa.myshopify.com/products/run500-x2-invisible-mid-height-running-socks-white-165396?adept-product=run500-x2-invisible-mid-height-running-socks-white-165396,Socks,Running Mid Socks Run 500 2-Pack,Decathlon,4.5,"11723
Reviews)",$7.99 ,$5.00 ,Black,"{'      Composition    ': ' Socks: 94.0% Polyamide, 6.0% Elastane', '      2-pack.    ': ' This model is available in packs of 2 socks.', '      Sizes    ': ' Available in black in sizes 12/14.', '      Product testing    ': ' These socks have been tested in real-life conditions on 20 to 45-minute runs to guarantee an excellent level of comfort for our male and female users during short outings.', '      Origin    ': ' Imported'}","['Running Mid Socks Run 500 2-Pack | Our design teams developed these running socks to protect your feet from blisters when you are out running.', 'Want more comfort? Thanks to the microfibre thread, these mid-height running socks provide excellent comfort for your short running sessions.', 'Comfortable fit', 'Soft-touch component, flat seams at the toe.', 'Moisture wicking', 'Material absorbs and wicks perspiration away', 'Stability', 'Elastic strip over the top of the foot arch to hold the sock in place.']"
https://decathlon-usa.myshopify.com/products/intermediate-basketball-mid-socks-2-pairs-196455?adept-product=intermediate-basketball-mid-socks-2-pairs-196455,Socks,Tarmak Intermediate Basketball Mid Socks Kids' 2 Pairs,Decathlon Tarmak,4.5,"403
Reviews)",$12.99 ,$6.00 ,Snow White,"{'      Composition    ': ' Socks: 79.0% Cotton, 3.0% Polyester, 17.0% Polyamide, 1.0% Elastane', '      Why pick this basketball sock?    ': ' These basketball socks will keep you truly comfortable as you play thanks to their lightweight, soft and breathable fabric.The areas most subject to friction while playing basketball were carefully examined in order to put the right material in the right place. The elastic threads around the instep keep the socks properly in place in the shoe.', '      Who designs the tarmak basketball products?    ': ' Tarmak is a team of keen basketball players who develop products especially for playing basketball. Our entire textile product range is designed to meet the needs of even the most demanding basketball players and help you enjoy your training and matches to the fullest.', '      Did you know that all tarmak products are tested in real-world match conditions?    ': ' The design team behind the TARMAK products is based at Kipstadium in Northern France. It constantly aims to make basketball a more enjoyable experience. All our products are designed with materials whose quality we have verified in terms of cushioning, support, durability, etc. Each and every shoe model is tested by basketball players for several weeks in real-world situations and undergoes changes based on your feedback.', '      Get all our tips on training and choosing the right basketball gear!    ': ' Tarmak is here for anyone playing basketball, from beginners to regulars. Discover all our advice for training, equipping yourself or having fun alone or in a group!https://conseilsport.decathlon.fr/conseils/basketball-al_332', '      Product testing    ': ' This product has undergone washing and drying tests for shape recovery and colorfastness. These tests are used to ensure our quality standards are met.', '      Origin    ': ' Imported'}","[""Tarmak Intermediate Basketball Mid Socks Kids' 2 Pairs | These socks were designed for intermediate youth basketball players."", ""These socks are designed for playing basketball. They are breathable and will keep your child's feet dry. They also provide good support and do not shift during play."", 'Breathability', 'This sock is made from material that allows perspiration to quickly escape.', 'Stability', 'The elastic threads are designed to support the foot and keep it comfortable.', 'Irritation reduction', 'The sock has a component that prevents blisters on the forefoot.']"
https://decathlon-usa.myshopify.com/products/athletic-socks-2-pairs-11691?adept-product=athletic-socks-2-pairs-11691,Socks,Athletic Socks Kids' 2 Pairs,Decathlon,4.5,"1072
Reviews)",$4.99 ,$2.00 ,Black,"{'      Composition    ': ' Socks: 57.0% Cotton, 42.0% Polyamide, 1.0% Spandex', '      Pack    ': ' of 2', '      Cotton or synthetic? what should you choose for your socks?    ': ' Cotton is an amazing material: it is natural, does not irritate the skin, and is pleasant to touch and relatively durable. Its weakness is that it absorbs water. Its absorbent power is limited, which makes your feet feel cold, particularly in winter. To protect kids, we offer this sock made of cotton mixed with polyamide. This eliminates perspiration more effectively, making you more comfortable.', '      Did you know?     ': "" Our research laboratory conducted a study on some kids to find out their perception of cold and heat. This study revealed that kids' feet sweat twice as much as an adult's feet. That's why it's important to give them technical socks for their sport. Once you are equipped in this way, you won't have wet feet and catch a cold any more!"", '      Origin    ': ' Imported'}","[""Athletic Socks Kids' 2 Pairs | Our athletics designers developed these socks with a majority of cotton for kids starting athletics at school or with a club."", 'For athletics beginners, at school or with a club, these fine and ventilated socks with a high cotton content are perfectly suited to young athletes for running, jumping, and throwing.', 'Breathability', 'Ventilated area on the upper shoe for greater breathability.', 'Stability', 'Elastic band encircling the mid-foot area to keep the sock properly in place.']"
https://decathlon-usa.myshopify.com/products/football-socks-f100-indigo-blue-141413?adept-product=football-socks-f100-indigo-blue-141413,Socks,Kids' Football Socks F100 - Indigo Blue,Decathlon Kipsta,4.4,"3534
Reviews)",$4.99 ,$4.99 ,Snow White,"{'      Composition    ': ' Socks: 98.0% Polyester, 1.0% Polyamide, 1.0% Elastane', '      Design    ': "" Because durable, ventilated socks are the key to comfort, our design teams developed these socks with a ventilated weave to better support young footballers' first steps on the pitch."", '      Eco-design    ': ' Dyeing textiles uses a lot of water, and also produces a lot of waste water from the dye baths.To reduce our environmental impact, we use the ”dope” dyeing process where dye is added to the solution from which the thread is manufactured, thus reducing our water and energy consumption and chemical dyeing processes.* Only blue and white colours use the ”dope” dyeing process', '      Origin    ': ' Imported'}","[""Kids' Football Socks F100 - Indigo Blue | Our teams created these F100 football socks for young beginners playing once or twice a week on dry pitches."", ""An airy knit was used on the instep of the F100 sock to ensure that your child's foot can breathe in the boot."", 'Ventilation', 'Ventilated area on the instep for improved ventilation.', 'Lightweight', '48 g in size 12C/1.5.', 'Moisture wicking', 'Use of polyester helps wick away perspiration.', 'Durability', 'Product holds up to occasional use and light friction.', 'Quick dry', 'Air dries quickly.', 'Easy to maintain', 'Wash inside out at 40°C. Air dry only.']"
https://decathlon-usa.myshopify.com/products/domyos-non-slip-yoga-toe-socks-adult-305089?adept-product=domyos-non-slip-yoga-toe-socks-adult-305089,Socks,Domyos Non-Slip Yoga Toe Socks Adult,Decathlon,4.3,"1282
Reviews)",$9.99 ,$9.99 ,Gray Blue,"{'      Composition    ': ' Main fabric: 79.0% Cotton, 3.0% Elastane, 18.0% Polyamide', '      Why wear yoga socks?    ': "" Toe socks that give you the feeling of having bare feet to anchor you to the floor, improve your balance, and work all the tiny muscles in your feet and toes that don't get much use inside shoes. To avoid walking around the changing rooms and studio barefoot, or to stop you getting cold; they are suitable for gentle yoga, with silicone dots to grip the mat."", '      Our product design process    ': "" There are 8 of us on our team: from beginner yogi to instructor. We all share this passion. Whether we do gentle yoga or have a more dynamic practice, we're all seeking balance. With our network of yogi ambassadors, we (e)co-design products to meet your needs and mindset. We are committed to making your yoga practice a positive, generous and eco-friendly experience."", '      Origin    ': ' Imported'}","['Domyos Non-Slip Yoga Toe Socks Adult | Grippy cotton toe socks designed for gentle yoga, and all studio sessions!', 'Freedom for your feet and hygiene on your yoga mat. Toe socks to get your muscles working from head to toe! Grippy thanks to the silicone dots on the underside.', 'Grip', 'Silicone dots under the foot and toes.', 'Freedom of movement', 'Cotton-spandex toe socks to free up your toes.']"
https://decathlon-usa.myshopify.com/products/f500-soccer-socks-309733?adept-product=f500-soccer-socks-309733,Socks,Kipsta F500 Soccer Socks Kids',Decathlon Kipsta,4.6,"3111
Reviews)",$8.99 ,$3.99 ,Bright Indigo,"{'      Composition    ': ' Socks: 98.0% Polyamide, 2.0% Elastane', '      Support    ': "" By watching intermediate youth soccer players on the pitch, our passionate soccer designers were able to better understand the importance of support in a soccer sock.Our design teams created the F500 soccer socks using polyester and spandex yarn to prevent the sock slipping around the calf. It also features a specific knit that's tighter around the ankle and instep."", '      Durability    ': "" Our design teams, who are passionate soccer players themselves, know that a soccer sock needs to be durable to support the shin during play, not to mention hold up to wayward studs from time to time.That's why our design teams chose a polyester and spandex yarn so these socks can take whatever comes at them on the pitch."", '      Design and colors    ': "" Our passionate soccer designer created a modern style that's bang on trend with skinny tone-on-tone stripes. Because soccer players want to play in style!The F500 socks are available in 10 colors to match all your outfits. They team perfectly with the F500 shorts and shirt."", '      Origin    ': ' Imported'}","[""Kipsta F500 Soccer Socks Kids' | Our teams created the F500 soccer socks for intermediate youth soccer players to wear 2 or 3 times a week in training and matches."", ""Are you looking for durable, ventilated soccer socks? The elastic band on the midfoot provides good support during play, while the sock's airy weave lets the foot breathe."", 'Stability', 'Elasticated band around the midfoot ensures much less sock slippage in play.', 'Abrasion resistant', 'Stands up to regular use (2 to 3 times per week) and friction.', 'Moisture wicking', 'Synthetic yarn helps to wick away perspiration.', 'Ventilation', 'Ventilated area on the instep for improved ventilation.', 'Quick dry', 'Air-dries quickly.', 'Easy to maintain', 'Wash inside out at 86°F. Do not tumble dry.']"
https://decathlon-usa.myshopify.com/products/900-ski-socks-157793?adept-product=900-ski-socks-157793,Socks,900 Ski Socks,Decathlon Wedze,4.6,"872
Reviews)",$24.99 ,$17.00 ,Black,"{'      Composition    ': ' Socks: 67.0% Wool, 30.0% Polyamide, 3.0% Spandex', '      Feature    ': ' Mini thickness socks recommended for ski boots with a medium to narrow shell.Right and left toe box for greater comfort.Light reinforcement on the shin.', '      Ergonomics/design    ': ' The sock is designed so that the foot becomes one with the ski boot to avoid any discomfort. All seams are positioned so that they never sit on a pressure point.', '      How to choose your sock size    ': "" All our sock sizes cover 3 or 4 shoe sizes. The benefit of the spandex qualities in our socks is that they adapt well to your foot and stay in place. We all have different size feet, in length, proportion, and volume: That's why it’s important to try on your socks before going skiing.We always recommend you go for a little too small rather than slightly too big."", '      Sizing    ': ' The size chart for this model is more precise than for other models in the range: 1 sock size covers 3 foot sizes instead of the usual 4. This model is also designed with asymmetrical feet (differentiated right and left foot) for a perfect fit. We always recommend you go for a little too small rather than slightly too big.', '      Reduces blisters    ': ' Blisters generally appear when our skin is rubbed by chafing caused by our socks, shoes, or foreign bodies. Humidity also plays an important role as it weakens our skin.A socks that stays in place on the foot will reduce chafing. In no circumstances do these socks provide 100% protection from blisters.', '      Warranty    ': ' Our ski socks are guaranteed for 2 years.Our commitment? To offer you long-lasting products that you can use for all your winter sports trips. Because the products we love the most are those that have a story to tell and will have more to tell in the future!', '      Product testing    ': ' All our socks are tested in the laboratory and in the field to validate the following: toxicology, UV resistance, resistance to abrasion, accelerated aging, and resistance to repeated washing. It’s in France, at the foot of Mont Blanc, that our design team conceives, creates, and designs Wedze socks', '      Storage instructions    ': ' Dry thoroughly before storing.', '      Origin    ': ' Imported'}","['900 Ski Socks | Designed for intensive and demanding skiers and snowboarders looking for a fine knit structure.', 'Socks contain over 65% Merino wool. Softness, warmth, comfort, and above all thinness, guaranteed! Unbeatable precision in the ski boot.', 'Warmth', 'The main yarn of the sock’s sole contains 90% wool.', 'Precision', 'Mini thickness socks recommended for ski boots with a narrow shell', 'Moisture wicking', 'Extremely fine wool yarn for excellent moisture wicking.', 'Anatomical design', 'Elasticated ankle area for perfect positioning on the leg.']"
https://decathlon-usa.myshopify.com/products/f500-soccer-socks-303496?adept-product=f500-soccer-socks-303496,Socks,Kipsta F500 Soccer Socks,Decathlon Kipsta,4.5,"3091
Reviews)",$7.99 ,$7.99 ,Black,"{'      Composition    ': ' Socks: 90.0% Polyamide, 9.0% Cotton, 1.0% Elastane', '      Design    ': "" A modern, technical design showcasing the benefits of these F500 socks.Our designer has created a visual effect using horizontal bands in similar shades that you can only see from up close. They reflect the sock's ankle support and reinforce the link between your foot and leg."", '      Dress to impress with these mix and match colors and patterns!    ': ' Your F500 soccer socks are available in 8 colors: black, white, blue, navy blue, red, yellow, green and orange. If you are looking for a matching outfit, you can combine this product with the F500 soccer shorts and F500 soccer shirts.', '      Origin    ': ' Imported'}","['Kipsta F500 Soccer Socks | Our designers, who are also soccer players, designed these F500 socks for training and playing matches up to 3 times a week.', 'The F500 sock has an elastic band on the midfoot that provides good support during play, while its airy weave lets the foot breathe.', 'User comfort', 'Heel and toe padding to keep your foot comfortable.', 'Durability', 'Stands up to regular use (2 to 3 times per week) and friction.', 'Ventilation', 'Ventilated chevrons on the instep for better ventilation.', 'Stability', 'Elasticated band around the midfoot ensures much less sock slippage in play.', 'Easy to maintain', 'Wash inside out at 86°F. Do not tumble dry.', 'Anatomical design', 'You can comfortably set these socks to any length.']"
https://decathlon-usa.myshopify.com/products/pilates-and-gentle-gym-non-slip-ballet-socks-ss19?adept-product=pilates-and-gentle-gym-non-slip-ballet-socks-ss19,Socks,Women's Non-Slip Cotton Ballet Fitness Socks 500 - Black,Decathlon Domyos,4.5,"2860
Reviews)",$9.99 ,$9.99 ,Black,"{'      Composition    ': ' Socks: 87.0% Cotton, 12.0% Polyamide, 1.0% Spandex', '      ”go put on socks!”    ': "" Who among us didn't hear this growing up? And of course we say the same thing to our own kids! When we find ourselves saying or even thinking this phrase, we can definitively mark our entrance into the adult world.All that is to say that non-slip socks are a useful, must-have accessory for fitness, Pilates, yoga and even training at home because, as our parents told us, ”Don't walk around barefoot!”."", '      Did you say comfortable?    ': "" Imagine feeling at ease and looking stylish in spite of madly trying to juggle work, family, exercise, and everything else alongside them. Does this sound like your wildest dreams? We thought so too. As textile designers, we were in a good place to bring this idea to life. And just like that, our range was born! All of the items are comfortable, but that doesn't stop them being stylish too. They're just as nice to wear as they are to look at!"", '      Product testing    ': "" We performed rigorous tests to ensure that your socks won't lose their shape or colour after repeated washing and drying.These tests are carried out regularly by an external laboratory so that we can check that our quality requirements are being met."", '      Storage instructions    ': "" Fold and put away in your closet: they'll be ready and waiting whenever you need them!"", '      Origin    ': ' Imported'}","[""Women's Non-Slip Cotton Ballet Fitness Socks 500 - Black | Gracefully hit every Pilates/fitness step with these non-slip socks designed for improving your stability (with their grippy bottom)."", 'Because comfort starts with your feet, we focused on support, grip and comfort when designing these socks so that you can enjoy yourself while exercising at the gym or relaxing at home!', 'Grip', 'The grip has been improved with non-slip dots on the sole.', 'Breathability', 'Cotton promotes ventilation to help keep you dry.', 'Softness', 'You can expect natural comfort and softness from the cotton fibres.', 'Stability', ""Thank their elastic: these socks won't miss a beat.""]"
https://decathlon-usa.myshopify.com/products/adult-football-socks-essential-blue-141410?adept-product=adult-football-socks-essential-blue-141410,Socks,Adult Football Socks Essential - Blue,Decathlon Kipsta,4.3,"2170
Reviews)",$5.99 ,$5.99 ,Snow White,"{'      Composition    ': ' Socks: 98.0% Polyester, 1.0% Polyamide, 1.0% Elastane', '      Design    ': ' These Essential socks were designed to allow football players to fit themselves out at a bargain price, for occasional low intensity use while still providing the essential features needed in a football sock.', '      Eco-design    ': ' Dyeing textiles uses a lot of water, and also produces a lot of waste water from the dye baths.To reduce our environmental impact, we use the ”dope” dyeing process where dye is added to the solution from which the thread is manufactured, thus reducing our water and energy consumption and chemical dyeing processes.* Only blue and white colours use the ”dope” dyeing process', '      Origin    ': ' Imported'}","['Adult Football Socks Essential - Blue | Our football designers developed these Essential football socks for playing football once per week.', 'We created these F100 football socks to give your first experiences on the pitch a boost with a ventilated area on the top of the foot for extra breathability.', 'Ventilation', 'Ventilated area on the instep for improved ventilation.', 'Lightweight', '63g in size 8/9½.', 'Moisture wicking', 'Use of polyester helps wick away perspiration.', 'Quick dry', 'Air dries quickly.', 'Easy to maintain', 'Wash inside out at 40°C. Air dry only.']"
https://decathlon-usa.myshopify.com/products/running-high-ankle-comfort-socks-2-pack?adept-product=running-high-ankle-comfort-socks-2-pack,Socks,Sock Comfort Mid x2,Decathlon,4.5,"11723
Reviews)",$7.99 ,$5.00 ,Black,"{'      Composition    ': 'Socks        94% Polyamide6% Spandex', '      2-pack.    ': ' This model is available in packs of 2 socks.', '      Sizes    ': ' Available in black in sizes US 13/15', '      Extra sustainable development information    ': ' The black and white models are woven with dope-dyed thread. Dying textiles requires a lot of water but produces a lot of waste water from dye baths. In order to reduce this impact on the environment, we have chosen to use dope-dying, with the color pigments integrated as the thread is manufactured.', '      Origin    ': ' Imported', '      Product testing    ': ' These socks have been tested in real-life conditions on 20- to 45-minute runs to guarantee an excellent level of comfort for our male and female users during short outings.', '      Care instructions    ': ' machine-wash at 104°F; may be tumble-dried, preferably at low temperature.'}","['Sock Comfort Mid x2 | Our design teams developed these running socks to protect your feet from blisters when you are out running.', 'Want more comfort? The microfiber thread means these mid-height running socks provide excellent comfort for your short running sessions.', 'Comfortable fit', 'Soft-touch component, flat seams at the toe.', 'Moisture wicking', 'Material absorbs and wicks perspiration away', 'Stability', 'Elastic strip over the top of the foot arch to hold the sock in place.', 'Eco-Design', 'We reduce our environmental impact by dying the thread at the source']"
https://decathlon-usa.myshopify.com/products/domyos-no-show-fitness-cardio-training-socks-2-pack-143510?adept-product=domyos-no-show-fitness-cardio-training-socks-2-pack-143510,Socks,Domyos No-Show Fitness Cardio Training Socks 2-Pack,Decathlon Domyos,4.5,"4834
Reviews)",$7.99 ,$7.99 ,Light Green,"{'      Composition    ': ' Socks: 95.0% Polyamide, 5.0% Elastane', '      How domyos accessories are created    ': ' The whole accessories range has been designed for working out in complete comfort. At Domyos, our teams work together to design products that ensure your fitness sessions remain a relaxed and enjoyable moment. We want you to be able to forget about your gear and focus on your workout. Our models have been tested during use and we regularly make changes based on customer feedback.', '      Product tests    ': ' This garment has undergone washing and drying tests to ensure that it retains its shape and color. These tests are regularly performed by an independent laboratory and allow us to ensure that our quality standards are always upheld.', '      Why wear fitness socks?    ': ' A study was led by our Research and Development lab to determine which area of the foot was the most sensitive to irritation when doing fitness activities. The test performed on different movements (frontal, lateral, and rotation) shows that plantar pressure is the highest on the rotation area of the foot.We have designed a specific sock that is especially reinforced on the front of the foot to avoid any risk of irritation during your fitness sessions.', '      Origin    ': ' Imported'}","['Domyos No-Show Fitness Cardio Training Socks 2-Pack | Invisible socks available in plain or printed designs. Designed to fit into any type of fitness shoe.', 'Domyos fitness socks are made out of threads designed to prevent blisters from appearing on the plantar surface of the forefoot, where most of the weight is usually applied during fitness.', 'Limits irritations', 'Special threads help prevent blisters from appearing under the forefoot.', 'Moisture wicking', 'The knit on the top part absorbs & transfers perspiration toward the outer side', 'Fit', 'The special knitted design lets it fit snugly to the whole foot.', 'User comfort', 'Extra heel and toe comfort.']"
https://decathlon-usa.myshopify.com/products/running-socks-with-fine-straps-adult-173105?adept-product=running-socks-with-fine-straps-adult-173105,Socks,Kiprun Running Socks with Fine Straps Adult,Decathlon,4.6,"3275
Reviews)",$12.99 ,$10.00 ,Black,"{'      Composition    ': ' Socks: 85.0% Polyamide, 15.0% Elastane', '      Individual    ': ' Sold in pairs.', '      Thread used in the heel and toes.    ': ' The component used in the heel and toe is a polyamide thread that is twisted with a second PTFE-coated polyamide thread to reduce the risk of blisters.', '      Technology    ': ' The elastic weave applies just the right amount of pressure around the ankles for optimum ankle support to reduce the risk of a sprain. Unlike the thick strap sock, they have only 1 layer and are therefore much thinner.', '      Product testing    ': ' This model has been tested on distances up to marathon in order to guarantee optimum comfort for our most demanding customers throughout their races.', '      Origin    ': ' Imported'}","['Kiprun Running Socks with Fine Straps Adult | Our design teams developed these running socks to protect your feet from blisters when you are out running.', 'Does the sock support the ankle? We have included some highly stretch areas in our running socks. This provides just the right compression to improve the stability of your ankle.', 'Joint support', 'Pressure on the ankle for better stability.', 'Irritation reduction', 'Special yarns reduce the risk of blisters at the toe and heel.', 'Stability', 'Comprehensive size range for precise sizing and elasticated strip.', 'Moisture wicking', 'Material absorbs and wicks perspiration away', 'User comfort', 'Socks specially adapted for left and right feet, special seam at the toe.']"
